N 100 
0 88 175
1 90 9
2 68 135
3 50 69
4 62 131
5 133 62
6 64 186
7 29 1
8 60 36
9 130 128
10 59 189
11 96 113
12 184 99
13 42 55
14 9 190
15 190 28
16 94 145
17 103 170
18 103 104
19 156 185
20 176 122
21 160 27
22 193 123
23 61 142
24 55 195
25 96 129
26 21 144
27 187 162
28 25 158
29 30 41
30 10 141
31 88 184
32 122 25
33 92 75
34 166 97
35 193 78
36 51 124
37 184 103
38 145 70
39 177 61
40 97 58
41 103 86
42 26 19
43 115 129
44 181 89
45 54 22
46 60 58
47 119 9
48 40 130
49 176 175
50 64 79
51 189 30
52 168 29
53 81 130
54 40 49
55 100 24
56 154 33
57 137 142
58 72 87
59 60 10
60 110 23
61 181 71
62 79 68
63 187 51
64 41 6
65 187 185
66 124 181
67 85 110
68 78 185
69 182 6
70 177 59
71 49 198
72 159 145
73 59 149
74 58 62
75 59 11
76 150 96
77 17 30
78 200 97
79 170 29
80 65 8
81 98 35
82 135 81
83 92 62
84 64 55
85 188 41
86 97 73
87 156 137
88 137 161
89 27 137
90 29 32
91 29 185
92 93 19
93 52 87
94 77 122
95 103 192
96 109 140
97 44 200
98 98 192
99 159 163
