N 100 
0 19 188
1 97 114
2 34 89
3 12 180
4 113 88
5 13 153
6 172 105
7 78 181
8 195 94
9 9 0
10 49 79
11 197 2
12 196 28
13 112 152
14 84 129
15 52 44
16 9 172
17 161 139
18 85 192
19 81 145
20 146 71
21 151 182
22 10 191
23 62 113
24 35 105
25 180 22
26 16 3
27 121 142
28 167 36
29 48 110
30 102 184
31 9 10
32 52 51
33 187 144
34 20 137
35 48 70
36 179 103
37 177 147
38 59 175
39 80 119
40 76 152
41 158 180
42 158 58
43 173 85
44 186 68
45 165 57
46 128 84
47 81 144
48 26 159
49 86 28
50 9 153
51 64 116
52 119 139
53 52 134
54 181 105
55 124 195
56 185 6
57 167 26
58 186 125
59 34 165
60 90 27
61 70 11
62 112 170
63 45 164
64 112 151
65 92 69
66 26 191
67 52 137
68 19 44
69 155 200
70 187 168
71 194 105
72 14 144
73 99 143
74 106 159
75 124 146
76 164 49
77 151 125
78 87 172
79 150 148
80 107 122
81 40 6
82 71 90
83 114 187
84 156 25
85 158 164
86 196 126
87 98 69
88 119 92
89 22 19
90 49 23
91 152 163
92 14 99
93 191 104
94 183 137
95 75 55
96 187 145
97 25 20
98 134 35
99 146 91
