N 100 
0 74 200
1 122 61
2 43 41
3 83 156
4 162 153
5 81 22
6 5 11
7 37 119
8 185 41
9 55 128
10 39 58
11 159 30
12 5 141
13 177 89
14 8 143
15 191 69
16 39 26
17 85 81
18 169 79
19 170 167
20 13 14
21 39 27
22 21 8
23 91 3
24 197 74
25 186 76
26 28 19
27 7 68
28 116 94
29 143 167
30 172 99
31 10 199
32 11 24
33 113 129
34 24 186
35 127 176
36 177 153
37 150 86
38 99 154
39 94 114
40 23 26
41 120 58
42 84 170
43 75 64
44 37 23
45 33 40
46 134 67
47 51 40
48 40 14
49 36 167
50 106 193
51 194 152
52 160 49
53 124 70
54 68 163
55 98 138
56 47 50
57 28 192
58 133 15
59 189 138
60 7 37
61 117 125
62 70 134
63 52 73
64 30 180
65 138 104
66 87 28
67 62 168
68 9 93
69 55 116
70 150 24
71 65 111
72 165 146
73 178 0
74 101 188
75 34 198
76 19 52
77 111 55
78 27 194
79 0 41
80 171 155
81 123 14
82 195 104
83 49 20
84 6 187
85 96 97
86 169 20
87 153 149
88 120 135
89 169 181
90 27 171
91 7 118
92 133 122
93 148 23
94 37 164
95 175 177
96 172 128
97 67 20
98 71 40
99 40 71
