N 100 
0 10 169
1 60 33
2 176 182
3 42 162
4 123 19
5 53 159
6 127 138
7 13 45
8 18 97
9 154 45
10 78 94
11 27 199
12 109 10
13 24 138
14 175 89
15 191 163
16 161 166
17 3 26
18 63 142
19 9 93
20 190 68
21 144 117
22 167 69
23 89 169
24 149 144
25 134 100
26 54 186
27 194 171
28 75 5
29 134 89
30 8 48
31 35 194
32 13 66
33 195 88
34 171 136
35 29 147
36 137 97
37 163 120
38 82 92
39 21 95
40 168 98
41 103 93
42 43 99
43 154 22
44 148 163
45 86 190
46 122 36
47 196 139
48 82 196
49 147 161
50 57 29
51 12 159
52 99 168
53 104 198
54 102 136
55 199 136
56 4 177
57 96 13
58 83 98
59 115 131
60 48 185
61 180 193
62 60 135
63 127 45
64 116 42
65 18 65
66 175 148
67 119 19
68 63 70
69 113 59
70 137 162
71 40 100
72 117 114
73 131 33
74 81 34
75 188 187
76 133 10
77 178 81
78 113 174
79 156 98
80 91 57
81 26 30
82 155 115
83 165 95
84 72 22
85 178 46
86 70 2
87 181 38
88 134 163
89 2 110
90 43 65
91 11 192
92 110 44
93 198 109
94 170 183
95 163 128
96 7 192
97 57 183
98 129 16
99 137 24
