N 100 
0 104 189
1 24 169
2 43 110
3 155 159
4 82 47
5 84 47
6 119 59
7 33 0
8 86 166
9 60 137
10 197 29
11 117 49
12 22 122
13 173 92
14 133 108
15 59 59
16 12 41
17 31 165
18 28 46
19 48 149
20 90 39
21 92 63
22 70 138
23 49 123
24 195 27
25 175 47
26 185 48
27 154 173
28 88 112
29 0 187
30 67 83
31 147 5
32 125 62
33 145 29
34 4 48
35 66 121
36 116 176
37 120 86
38 121 91
39 104 136
40 21 72
41 147 176
42 33 17
43 189 93
44 128 154
45 80 162
46 116 86
47 150 195
48 44 30
49 127 48
50 107 186
51 145 33
52 155 20
53 75 17
54 137 191
55 187 117
56 56 30
57 99 63
58 0 48
59 10 138
60 165 139
61 8 47
62 165 52
63 15 139
64 71 20
65 143 148
66 5 68
67 51 124
68 169 16
69 167 32
70 85 7
71 94 165
72 134 6
73 182 126
74 49 187
75 152 15
76 194 93
77 18 184
78 155 97
79 123 173
80 23 74
81 86 143
82 79 1
83 170 159
84 16 47
85 172 88
86 73 17
87 153 163
88 11 78
89 62 163
90 81 150
91 7 116
92 85 112
93 197 118
94 36 35
95 152 41
96 192 146
97 66 189
98 5 160
99 123 117
