N 100 
0 101 196
1 15 98
2 18 195
3 183 199
4 14 133
5 112 146
6 196 41
7 85 119
8 174 173
9 103 185
10 91 69
11 147 24
12 198 80
13 64 53
14 182 133
15 137 188
16 4 18
17 168 142
18 11 53
19 117 133
20 85 196
21 103 195
22 108 135
23 194 54
24 190 144
25 120 94
26 186 124
27 20 165
28 114 128
29 174 110
30 95 29
31 79 100
32 36 93
33 160 37
34 36 15
35 154 53
36 12 75
37 32 13
38 73 187
39 42 174
40 114 155
41 156 26
42 135 52
43 129 138
44 2 60
45 17 151
46 118 161
47 99 9
48 68 131
49 34 196
50 150 111
51 199 70
52 6 62
53 99 90
54 191 194
55 64 64
56 145 173
57 143 153
58 51 155
59 95 114
60 53 140
61 17 91
62 0 161
63 49 134
64 92 111
65 110 170
66 162 64
67 20 36
68 100 170
69 183 135
70 171 155
71 113 183
72 147 148
73 39 73
74 26 121
75 131 90
76 77 135
77 143 74
78 60 67
79 38 40
80 78 134
81 67 116
82 20 170
83 134 163
84 14 158
85 66 160
86 174 31
87 117 96
88 8 76
89 10 79
90 33 32
91 3 96
92 32 72
93 43 32
94 16 152
95 122 30
96 59 90
97 111 63
98 76 169
99 23 35
