N 100 
0 133 3
1 175 25
2 95 67
3 105 126
4 128 82
5 97 156
6 168 43
7 1 185
8 54 193
9 43 163
10 139 52
11 136 177
12 15 124
13 50 43
14 53 103
15 82 51
16 165 63
17 66 45
18 174 131
19 31 117
20 15 9
21 104 17
22 84 34
23 197 140
24 69 188
25 148 63
26 131 46
27 121 154
28 72 31
29 168 56
30 26 55
31 90 18
32 8 161
33 113 146
34 184 106
35 123 91
36 12 61
37 125 192
38 54 93
39 73 199
40 144 169
41 46 196
42 66 104
43 127 48
44 179 175
45 187 11
46 42 187
47 16 14
48 112 19
49 159 109
50 23 42
51 188 72
52 36 74
53 159 45
54 48 128
55 14 170
56 189 49
57 50 75
58 101 197
59 131 120
60 187 197
61 109 182
62 78 162
63 77 5
64 32 2
65 6 84
66 88 11
67 37 68
68 75 43
69 136 89
70 113 175
71 5 35
72 170 134
73 79 87
74 59 14
75 100 51
76 14 128
77 2 117
78 196 19
79 25 6
80 155 144
81 127 62
82 117 171
83 104 121
84 119 9
85 69 158
86 120 165
87 88 66
88 76 10
89 45 45
90 160 159
91 28 53
92 61 17
93 91 57
94 189 200
95 7 200
96 164 55
97 112 173
98 96 188
99 189 56
