N 100 
0 42 148
1 44 52
2 170 13
3 165 195
4 154 84
5 73 0
6 46 11
7 127 66
8 149 120
9 103 56
10 110 107
11 162 181
12 109 182
13 14 144
14 73 109
15 58 18
16 3 182
17 36 78
18 79 7
19 187 32
20 140 38
21 103 94
22 85 33
23 165 119
24 182 22
25 195 192
26 24 161
27 38 15
28 137 199
29 18 9
30 14 172
31 55 57
32 42 32
33 173 176
34 132 14
35 175 11
36 116 139
37 106 164
38 191 161
39 65 198
40 110 150
41 22 134
42 64 3
43 6 23
44 31 90
45 158 27
46 118 65
47 33 122
48 103 16
49 195 41
50 182 55
51 117 67
52 99 160
53 164 78
54 75 4
55 143 42
56 53 91
57 75 103
58 135 92
59 110 27
60 105 69
61 84 97
62 44 105
63 13 134
64 85 180
65 157 144
66 163 145
67 76 22
68 83 143
69 46 147
70 112 19
71 131 143
72 8 69
73 181 147
74 91 134
75 22 27
76 14 61
77 116 56
78 115 67
79 20 25
80 69 21
81 161 119
82 53 15
83 9 191
84 174 49
85 173 172
86 146 93
87 79 196
88 168 157
89 28 33
90 9 149
91 79 67
92 91 15
93 90 103
94 132 106
95 23 193
96 82 96
97 134 44
98 59 79
99 115 74
