N 100 
0 51 21
1 186 7
2 113 34
3 121 196
4 20 138
5 151 69
6 5 23
7 11 81
8 48 37
9 186 28
10 118 63
11 21 30
12 155 121
13 39 175
14 187 186
15 26 161
16 34 105
17 107 144
18 120 177
19 62 24
20 110 121
21 174 97
22 139 59
23 46 166
24 7 106
25 193 23
26 151 145
27 13 70
28 195 27
29 100 110
30 187 160
31 33 103
32 177 74
33 164 153
34 0 42
35 153 130
36 29 123
37 133 84
38 9 19
39 111 55
40 161 49
41 13 85
42 164 180
43 43 148
44 198 90
45 110 185
46 12 115
47 52 52
48 162 13
49 15 117
50 110 174
51 30 46
52 132 18
53 108 99
54 81 183
55 88 64
56 102 101
57 104 58
58 71 146
59 94 29
60 83 199
61 50 103
62 6 86
63 49 165
64 70 19
65 196 4
66 65 146
67 170 120
68 91 113
69 183 98
70 137 85
71 88 21
72 167 44
73 89 131
74 47 94
75 128 175
76 194 26
77 200 105
78 175 34
79 27 180
80 65 113
81 141 186
82 102 167
83 46 119
84 76 30
85 53 123
86 62 188
87 187 55
88 33 74
89 34 106
90 73 61
91 25 70
92 81 62
93 123 74
94 117 27
95 4 111
96 148 31
97 118 82
98 79 1
99 81 158
