N 100 
0 85 91
1 77 35
2 133 85
3 136 188
4 171 185
5 36 15
6 119 43
7 55 135
8 178 24
9 173 8
10 190 145
11 192 66
12 139 77
13 52 53
14 130 190
15 66 81
16 113 99
17 181 10
18 153 16
19 13 114
20 88 170
21 200 33
22 113 89
23 156 138
24 44 66
25 195 19
26 176 16
27 138 10
28 29 175
29 187 49
30 1 162
31 149 124
32 23 198
33 24 143
34 129 192
35 143 1
36 1 37
37 95 199
38 150 183
39 112 83
40 37 147
41 140 165
42 44 107
43 186 119
44 108 68
45 128 189
46 129 30
47 30 24
48 187 199
49 148 72
50 106 59
51 144 104
52 159 194
53 117 172
54 104 68
55 50 65
56 153 187
57 95 70
58 82 82
59 88 180
60 131 173
61 123 21
62 6 185
63 5 29
64 155 45
65 147 140
66 91 109
67 67 171
68 185 76
69 63 140
70 19 93
71 121 33
72 169 114
73 75 140
74 198 104
75 47 141
76 138 97
77 89 39
78 167 15
79 4 92
80 132 13
81 75 12
82 129 185
83 0 199
84 7 85
85 34 70
86 143 37
87 68 140
88 72 171
89 172 50
90 168 48
91 165 38
92 2 98
93 143 41
94 106 141
95 128 136
96 164 188
97 53 34
98 54 185
99 106 28
