N 100 
0 34 74
1 153 68
2 34 184
3 75 145
4 61 87
5 27 199
6 113 17
7 137 29
8 93 38
9 164 161
10 22 147
11 197 48
12 75 130
13 148 151
14 67 26
15 74 7
16 16 85
17 97 16
18 172 0
19 95 188
20 115 20
21 136 168
22 105 2
23 8 40
24 79 183
25 177 160
26 4 185
27 53 133
28 149 184
29 72 97
30 82 22
31 102 200
32 186 142
33 195 101
34 48 127
35 82 68
36 30 177
37 118 76
38 146 28
39 199 119
40 90 171
41 50 163
42 38 101
43 95 98
44 194 109
45 67 198
46 159 148
47 167 163
48 196 173
49 33 98
50 26 62
51 169 178
52 49 144
53 99 123
54 110 35
55 8 187
56 105 101
57 59 17
58 133 71
59 37 84
60 72 72
61 132 16
62 95 83
63 95 78
64 37 172
65 57 153
66 50 74
67 108 48
68 134 176
69 170 135
70 70 40
71 163 74
72 192 146
73 149 133
74 51 141
75 132 52
76 89 169
77 52 8
78 64 86
79 67 139
80 121 138
81 130 36
82 0 195
83 90 185
84 134 91
85 157 127
86 133 171
87 102 4
88 65 144
89 32 188
90 118 117
91 83 7
92 169 183
93 95 133
94 200 133
95 149 21
96 195 98
97 167 105
98 135 56
99 89 96
