N 100 
0 34 109
1 61 199
2 154 168
3 0 95
4 61 93
5 9 154
6 139 182
7 74 102
8 56 176
9 159 181
10 171 153
11 159 81
12 85 54
13 59 171
14 130 141
15 47 81
16 68 4
17 181 117
18 159 24
19 163 50
20 61 92
21 7 36
22 76 24
23 191 11
24 177 169
25 35 48
26 25 156
27 28 6
28 8 92
29 100 67
30 87 187
31 194 129
32 8 5
33 56 136
34 60 88
35 145 126
36 53 60
37 92 192
38 79 65
39 105 39
40 28 29
41 52 34
42 45 88
43 99 123
44 79 78
45 199 174
46 68 75
47 115 3
48 141 173
49 51 131
50 87 126
51 115 99
52 125 159
53 55 43
54 129 174
55 26 29
56 175 26
57 71 15
58 42 121
59 4 180
60 72 197
61 154 161
62 110 94
63 163 111
64 157 101
65 5 27
66 68 146
67 69 187
68 90 18
69 74 42
70 19 99
71 177 25
72 162 70
73 159 137
74 62 43
75 73 54
76 146 157
77 51 166
78 143 194
79 188 81
80 196 45
81 18 114
82 135 43
83 166 79
84 188 186
85 183 126
86 35 176
87 46 137
88 107 132
89 63 181
90 158 46
91 146 122
92 23 84
93 52 80
94 200 120
95 179 3
96 119 180
97 139 53
98 138 76
99 168 85
