N 100 
0 94 124
1 116 164
2 43 192
3 64 122
4 47 146
5 106 188
6 65 30
7 9 107
8 158 7
9 49 193
10 86 197
11 191 20
12 26 99
13 100 154
14 5 160
15 79 159
16 178 109
17 72 38
18 103 15
19 134 147
20 131 53
21 143 30
22 147 140
23 99 135
24 164 136
25 128 144
26 16 168
27 196 197
28 48 173
29 57 118
30 21 189
31 70 198
32 38 41
33 129 23
34 7 100
35 48 124
36 53 116
37 144 102
38 178 143
39 14 88
40 122 191
41 110 11
42 158 192
43 99 26
44 31 144
45 134 31
46 40 102
47 115 168
48 158 62
49 184 181
50 165 190
51 67 40
52 163 11
53 148 48
54 130 65
55 94 200
56 64 160
57 80 133
58 163 164
59 189 140
60 67 12
61 19 19
62 194 40
63 147 100
64 60 128
65 126 134
66 65 103
67 148 158
68 186 83
69 136 157
70 42 176
71 46 23
72 25 160
73 1 46
74 123 123
75 195 33
76 173 82
77 128 109
78 74 42
79 153 92
80 198 180
81 92 98
82 36 190
83 162 69
84 31 9
85 148 155
86 178 158
87 127 79
88 120 61
89 188 35
90 169 5
91 5 172
92 18 164
93 8 25
94 10 156
95 108 167
96 95 31
97 142 127
98 109 55
99 90 172
