N 100 
0 199 195
1 3 200
2 97 120
3 131 144
4 40 112
5 23 97
6 113 78
7 12 198
8 187 64
9 189 172
10 87 133
11 66 85
12 144 170
13 114 62
14 158 172
15 65 120
16 174 144
17 78 24
18 179 153
19 15 69
20 30 65
21 166 119
22 111 28
23 114 94
24 150 112
25 1 27
26 0 63
27 106 151
28 19 48
29 7 131
30 87 2
31 43 61
32 11 175
33 37 55
34 92 179
35 38 46
36 39 75
37 39 129
38 8 43
39 8 132
40 54 188
41 173 132
42 121 35
43 119 44
44 5 12
45 57 181
46 132 54
47 125 116
48 20 129
49 38 188
50 131 82
51 189 38
52 192 134
53 116 176
54 29 47
55 63 70
56 146 53
57 75 151
58 87 120
59 199 180
60 78 136
61 167 72
62 166 142
63 116 72
64 187 171
65 178 84
66 53 37
67 16 25
68 121 122
69 108 30
70 46 180
71 91 23
72 152 76
73 9 105
74 186 152
75 122 118
76 74 97
77 63 90
78 175 93
79 16 46
80 74 0
81 1 132
82 106 31
83 124 134
84 141 40
85 53 128
86 172 182
87 168 45
88 11 71
89 30 187
90 74 184
91 83 78
92 124 173
93 58 44
94 137 63
95 123 187
96 79 96
97 173 139
98 180 115
99 119 166
