N 100 
0 132 132
1 26 173
2 84 122
3 94 152
4 140 60
5 50 46
6 134 108
7 31 44
8 3 168
9 28 39
10 194 182
11 152 50
12 101 6
13 90 4
14 186 64
15 189 175
16 125 61
17 29 33
18 199 52
19 37 55
20 128 153
21 51 172
22 195 80
23 92 110
24 104 46
25 134 116
26 54 190
27 26 47
28 188 199
29 58 164
30 30 104
31 147 111
32 179 185
33 189 179
34 76 118
35 68 114
36 80 197
37 113 23
38 96 165
39 197 12
40 87 61
41 52 14
42 118 29
43 186 178
44 83 75
45 147 161
46 24 54
47 17 90
48 3 25
49 72 129
50 168 172
51 28 120
52 175 142
53 153 185
54 8 145
55 165 34
56 195 37
57 64 113
58 112 199
59 45 147
60 122 13
61 8 156
62 19 78
63 101 167
64 63 72
65 5 20
66 25 1
67 136 51
68 132 4
69 88 199
70 20 140
71 38 89
72 11 159
73 137 127
74 173 59
75 6 6
76 153 120
77 183 82
78 88 65
79 38 25
80 94 143
81 199 24
82 196 171
83 38 141
84 132 37
85 124 6
86 142 95
87 2 58
88 132 3
89 192 71
90 88 83
91 187 74
92 154 5
93 190 63
94 151 123
95 109 64
96 159 173
97 33 153
98 97 106
99 67 196
