N 100 
0 198 170
1 86 164
2 70 177
3 141 62
4 169 153
5 37 144
6 7 44
7 164 176
8 17 123
9 166 52
10 68 178
11 112 65
12 111 66
13 193 56
14 155 184
15 200 156
16 74 68
17 151 14
18 12 103
19 109 199
20 182 179
21 145 22
22 122 173
23 146 126
24 179 114
25 165 132
26 118 126
27 96 41
28 33 56
29 2 129
30 63 29
31 200 99
32 54 182
33 171 142
34 41 31
35 92 28
36 180 168
37 94 117
38 182 171
39 114 5
40 0 65
41 20 104
42 73 124
43 101 2
44 119 41
45 189 17
46 14 34
47 64 122
48 88 96
49 83 142
50 78 63
51 97 14
52 125 34
53 35 80
54 184 73
55 0 99
56 61 88
57 11 20
58 138 56
59 75 138
60 74 120
61 167 115
62 94 120
63 126 86
64 98 125
65 138 119
66 67 136
67 165 16
68 186 58
69 89 168
70 143 147
71 188 111
72 94 30
73 19 175
74 14 180
75 120 158
76 89 63
77 184 32
78 6 143
79 9 162
80 30 18
81 25 49
82 114 187
83 104 66
84 200 119
85 98 142
86 8 87
87 6 7
88 45 67
89 185 185
90 109 146
91 147 50
92 198 67
93 81 45
94 28 56
95 196 194
96 12 36
97 199 72
98 30 144
99 40 127
