N 100 
0 115 122
1 195 57
2 99 140
3 180 83
4 152 189
5 88 13
6 74 103
7 170 131
8 149 67
9 111 8
10 166 178
11 189 99
12 142 93
13 85 75
14 194 85
15 115 28
16 47 83
17 51 3
18 29 162
19 113 187
20 179 78
21 195 119
22 72 150
23 135 15
24 95 86
25 104 163
26 99 20
27 179 166
28 183 59
29 41 140
30 44 39
31 125 65
32 77 163
33 10 130
34 135 126
35 25 122
36 186 29
37 54 119
38 28 143
39 90 169
40 84 6
41 23 137
42 83 70
43 91 105
44 174 121
45 8 165
46 143 34
47 176 86
48 182 185
49 108 5
50 169 32
51 26 160
52 91 175
53 54 177
54 183 2
55 37 61
56 46 181
57 172 37
58 168 143
59 5 77
60 47 171
61 88 101
62 106 77
63 63 109
64 54 7
65 147 163
66 191 9
67 194 22
68 122 51
69 199 116
70 155 60
71 6 2
72 45 75
73 121 45
74 80 173
75 130 18
76 108 120
77 128 143
78 191 154
79 17 15
80 193 107
81 14 34
82 122 102
83 127 40
84 41 55
85 199 156
86 47 121
87 87 156
88 158 136
89 7 108
90 29 144
91 97 150
92 59 55
93 95 135
94 7 167
95 47 122
96 178 65
97 18 161
98 191 169
99 163 25
