N 100 
0 194 67
1 44 125
2 25 10
3 77 125
4 130 188
5 124 107
6 70 46
7 192 106
8 199 182
9 26 133
10 162 7
11 57 106
12 50 61
13 130 193
14 188 157
15 165 199
16 1 177
17 162 53
18 84 123
19 146 83
20 108 144
21 93 191
22 164 92
23 97 18
24 156 25
25 1 116
26 155 59
27 143 96
28 33 165
29 192 78
30 85 176
31 79 81
32 76 164
33 162 37
34 18 155
35 84 32
36 62 118
37 9 159
38 80 48
39 19 66
40 49 40
41 96 52
42 77 104
43 194 164
44 116 46
45 155 28
46 138 23
47 129 33
48 8 157
49 77 0
50 146 48
51 158 15
52 123 152
53 59 190
54 80 83
55 55 0
56 93 156
57 132 194
58 105 93
59 28 115
60 16 122
61 167 47
62 63 5
63 167 0
64 22 12
65 35 81
66 177 5
67 169 23
68 153 113
69 172 114
70 127 63
71 3 149
72 91 16
73 162 59
74 156 101
75 24 181
76 185 31
77 68 152
78 80 133
79 94 196
80 27 178
81 90 187
82 58 64
83 93 26
84 112 113
85 106 119
86 27 21
87 8 132
88 110 178
89 60 42
90 33 51
91 176 66
92 87 18
93 7 76
94 184 74
95 197 136
96 95 125
97 22 61
98 116 89
99 24 94
