N 100 
0 67 21
1 142 122
2 69 47
3 187 161
4 166 116
5 100 27
6 179 192
7 15 97
8 15 123
9 155 197
10 66 14
11 24 4
12 159 85
13 62 58
14 21 15
15 59 199
16 106 115
17 37 139
18 141 1
19 158 36
20 200 123
21 17 38
22 158 46
23 112 141
24 138 51
25 71 170
26 4 23
27 65 6
28 161 67
29 22 79
30 34 113
31 48 84
32 95 16
33 79 197
34 53 183
35 132 53
36 183 193
37 68 135
38 142 106
39 173 13
40 138 137
41 2 48
42 82 198
43 144 62
44 191 2
45 34 155
46 136 169
47 44 98
48 24 145
49 114 132
50 155 15
51 68 182
52 69 64
53 87 59
54 95 110
55 68 108
56 154 144
57 2 167
58 55 143
59 198 171
60 192 11
61 118 165
62 35 42
63 127 121
64 86 195
65 13 194
66 42 154
67 129 100
68 52 33
69 169 102
70 180 198
71 67 2
72 55 59
73 106 158
74 101 135
75 121 67
76 166 142
77 78 45
78 125 50
79 35 177
80 165 97
81 173 32
82 177 120
83 31 77
84 36 92
85 14 140
86 22 14
87 145 160
88 114 127
89 126 58
90 88 109
91 167 128
92 104 72
93 1 168
94 38 160
95 190 120
96 176 127
97 52 90
98 5 11
99 55 191
