N 100 
0 48 176
1 31 60
2 23 165
3 115 131
4 199 126
5 81 159
6 181 78
7 23 157
8 0 144
9 9 130
10 48 114
11 184 176
12 195 114
13 45 117
14 43 97
15 44 82
16 32 14
17 121 24
18 37 38
19 146 14
20 117 73
21 81 156
22 50 128
23 56 191
24 138 131
25 190 64
26 184 150
27 69 120
28 26 143
29 128 72
30 95 48
31 28 15
32 195 45
33 200 56
34 55 94
35 104 174
36 98 181
37 145 197
38 11 163
39 44 32
40 10 83
41 84 130
42 21 181
43 87 60
44 136 177
45 127 24
46 69 17
47 182 142
48 120 188
49 21 136
50 132 26
51 31 44
52 169 95
53 152 13
54 97 78
55 16 180
56 74 0
57 40 128
58 52 117
59 2 179
60 94 142
61 134 36
62 57 51
63 188 155
64 67 156
65 18 51
66 178 2
67 193 85
68 4 185
69 115 50
70 71 79
71 67 170
72 176 113
73 65 146
74 192 165
75 178 174
76 120 114
77 52 106
78 167 166
79 92 166
80 33 56
81 19 100
82 128 91
83 50 120
84 36 101
85 93 117
86 117 87
87 185 194
88 52 175
89 145 103
90 84 21
91 159 178
92 198 111
93 109 77
94 197 166
95 115 102
96 69 137
97 30 127
98 109 33
99 106 33
