N 100 
0 20 51
1 99 12
2 143 79
3 93 191
4 13 43
5 161 38
6 87 128
7 9 99
8 35 49
9 52 199
10 177 133
11 82 149
12 82 66
13 77 56
14 5 186
15 99 17
16 89 72
17 186 58
18 17 8
19 8 43
20 63 37
21 21 41
22 81 38
23 26 180
24 132 164
25 200 126
26 160 15
27 78 152
28 164 117
29 21 121
30 69 167
31 86 95
32 106 126
33 97 67
34 42 162
35 182 178
36 193 130
37 0 20
38 170 165
39 49 41
40 126 169
41 2 179
42 186 131
43 69 194
44 51 190
45 186 41
46 59 21
47 52 46
48 47 94
49 16 179
50 35 175
51 101 59
52 94 161
53 125 102
54 158 79
55 29 8
56 47 150
57 57 126
58 5 173
59 29 125
60 96 138
61 99 127
62 125 54
63 183 25
64 27 111
65 71 145
66 25 66
67 11 72
68 162 149
69 139 79
70 149 172
71 9 86
72 154 135
73 20 10
74 142 46
75 79 174
76 16 10
77 125 38
78 145 165
79 96 44
80 19 86
81 78 164
82 117 128
83 34 71
84 139 186
85 187 146
86 21 82
87 162 89
88 156 114
89 127 33
90 55 132
91 96 80
92 176 136
93 150 41
94 123 69
95 28 200
96 94 118
97 129 117
98 129 58
99 28 98
