N 100 
0 35 199
1 166 37
2 163 10
3 76 42
4 179 139
5 34 105
6 116 135
7 119 33
8 128 39
9 68 10
10 13 142
11 86 9
12 168 29
13 12 141
14 84 62
15 77 119
16 180 147
17 156 133
18 103 141
19 2 132
20 7 130
21 38 186
22 30 98
23 83 170
24 189 76
25 85 39
26 134 89
27 18 159
28 2 90
29 161 175
30 23 7
31 188 197
32 197 73
33 19 23
34 184 157
35 34 17
36 100 67
37 86 39
38 139 196
39 131 18
40 176 121
41 105 33
42 33 41
43 158 170
44 39 137
45 132 38
46 28 176
47 56 86
48 48 74
49 124 67
50 173 122
51 179 177
52 100 72
53 174 34
54 16 59
55 30 96
56 105 87
57 12 74
58 66 17
59 5 27
60 47 137
61 37 55
62 105 74
63 23 36
64 136 61
65 178 184
66 58 20
67 85 182
68 62 10
69 148 53
70 8 79
71 191 118
72 3 199
73 198 71
74 134 134
75 38 61
76 112 163
77 127 148
78 193 104
79 183 182
80 65 110
81 128 130
82 145 130
83 124 153
84 19 163
85 113 73
86 31 85
87 182 152
88 146 164
89 199 2
90 114 110
91 158 178
92 13 51
93 187 56
94 182 129
95 107 48
96 181 24
97 96 126
98 66 165
99 162 95
