N 100 
0 114 20
1 34 67
2 82 9
3 125 34
4 100 141
5 75 187
6 83 154
7 33 65
8 177 76
9 186 9
10 81 104
11 182 71
12 122 104
13 76 29
14 127 119
15 180 53
16 4 184
17 12 156
18 105 22
19 168 69
20 147 197
21 19 49
22 95 181
23 186 28
24 26 33
25 144 97
26 186 69
27 101 26
28 10 93
29 7 40
30 93 24
31 156 181
32 171 114
33 129 50
34 12 142
35 50 0
36 49 190
37 150 105
38 126 124
39 163 5
40 1 43
41 169 130
42 79 189
43 175 84
44 11 94
45 2 140
46 64 120
47 162 127
48 101 138
49 88 135
50 58 198
51 129 22
52 48 164
53 178 53
54 9 13
55 158 176
56 73 196
57 176 200
58 60 20
59 177 53
60 56 149
61 39 64
62 140 116
63 45 48
64 45 94
65 149 113
66 124 149
67 54 40
68 96 195
69 47 136
70 117 150
71 110 146
72 103 5
73 95 129
74 66 159
75 54 119
76 98 115
77 75 188
78 40 123
79 154 61
80 192 4
81 88 167
82 157 32
83 39 105
84 187 194
85 49 29
86 124 161
87 171 18
88 38 73
89 35 159
90 181 128
91 141 40
92 137 172
93 179 98
94 51 68
95 100 183
96 113 34
97 175 190
98 26 165
99 124 192
