N 100 
0 149 139
1 99 124
2 25 76
3 102 16
4 178 53
5 137 20
6 116 184
7 25 49
8 53 122
9 25 144
10 98 16
11 156 134
12 172 138
13 177 59
14 90 93
15 184 140
16 184 120
17 199 27
18 49 198
19 200 38
20 129 101
21 123 185
22 103 160
23 150 62
24 9 184
25 131 56
26 192 156
27 65 57
28 59 125
29 66 147
30 117 187
31 108 94
32 6 31
33 111 129
34 21 92
35 138 40
36 20 13
37 48 144
38 170 15
39 44 188
40 107 138
41 183 145
42 136 85
43 22 139
44 26 181
45 91 106
46 94 15
47 159 65
48 190 84
49 155 56
50 79 149
51 105 53
52 49 124
53 102 39
54 24 154
55 20 75
56 11 148
57 195 33
58 71 17
59 27 184
60 50 166
61 155 140
62 177 49
63 99 80
64 139 46
65 169 11
66 147 169
67 46 20
68 52 89
69 67 3
70 117 103
71 20 170
72 189 166
73 163 34
74 168 126
75 62 130
76 53 161
77 77 64
78 144 34
79 129 21
80 33 146
81 196 151
82 191 184
83 49 103
84 45 157
85 88 130
86 190 79
87 146 186
88 92 179
89 157 169
90 36 152
91 71 170
92 173 125
93 36 24
94 60 29
95 189 153
96 170 139
97 13 163
98 78 0
99 60 76
