N 100 
0 61 47
1 168 72
2 113 146
3 4 7
4 82 121
5 15 15
6 22 168
7 13 43
8 115 31
9 13 47
10 184 46
11 117 166
12 172 175
13 166 84
14 161 183
15 120 12
16 103 58
17 118 172
18 62 10
19 187 69
20 18 152
21 61 163
22 62 66
23 129 110
24 169 167
25 94 70
26 158 113
27 101 4
28 46 118
29 61 124
30 157 179
31 158 42
32 125 142
33 136 5
34 18 23
35 173 146
36 38 113
37 55 176
38 32 182
39 53 47
40 127 8
41 168 13
42 122 69
43 167 5
44 134 38
45 54 8
46 83 1
47 143 28
48 194 90
49 147 109
50 181 1
51 64 91
52 12 48
53 44 108
54 62 190
55 99 32
56 32 103
57 112 46
58 195 95
59 16 60
60 162 22
61 67 33
62 106 173
63 166 12
64 183 50
65 84 184
66 1 184
67 16 32
68 11 90
69 140 154
70 49 148
71 147 34
72 27 37
73 129 131
74 115 165
75 130 40
76 25 169
77 32 66
78 152 123
79 133 13
80 182 134
81 39 44
82 32 17
83 140 67
84 77 189
85 177 78
86 21 90
87 173 54
88 186 89
89 143 83
90 1 168
91 133 25
92 49 29
93 183 116
94 57 130
95 117 178
96 113 155
97 145 81
98 65 26
99 37 172
