N 100 
0 41 35
1 117 17
2 4 165
3 190 175
4 109 35
5 89 33
6 175 186
7 102 171
8 5 2
9 131 191
10 65 119
11 181 4
12 26 124
13 5 193
14 136 12
15 80 101
16 188 60
17 16 105
18 35 73
19 144 44
20 29 179
21 129 57
22 175 79
23 65 132
24 9 104
25 148 56
26 47 103
27 98 194
28 70 29
29 82 157
30 67 19
31 96 186
32 156 8
33 12 147
34 26 23
35 85 64
36 42 87
37 195 46
38 126 51
39 85 28
40 2 3
41 106 117
42 14 74
43 131 68
44 7 100
45 89 99
46 69 21
47 26 119
48 190 68
49 128 82
50 57 16
51 200 171
52 103 106
53 102 125
54 70 50
55 45 139
56 17 89
57 164 76
58 140 2
59 145 195
60 68 50
61 62 4
62 45 120
63 143 84
64 13 125
65 135 66
66 80 64
67 198 117
68 175 172
69 19 5
70 60 42
71 89 69
72 87 166
73 180 182
74 84 87
75 144 9
76 127 94
77 8 70
78 60 35
79 160 109
80 29 193
81 105 193
82 9 6
83 143 121
84 122 176
85 125 78
86 108 145
87 46 26
88 9 138
89 114 76
90 0 174
91 88 48
92 133 185
93 65 165
94 82 164
95 166 9
96 139 92
97 191 46
98 192 10
99 10 181
