N 100 
0 132 64
1 106 63
2 140 7
3 89 185
4 55 129
5 30 178
6 180 21
7 162 44
8 100 5
9 17 164
10 14 191
11 104 156
12 169 101
13 187 146
14 73 63
15 166 46
16 112 71
17 108 112
18 13 74
19 189 44
20 100 148
21 126 96
22 76 112
23 169 4
24 41 31
25 42 91
26 153 141
27 130 2
28 85 196
29 200 25
30 113 169
31 106 161
32 190 81
33 184 146
34 21 190
35 169 74
36 5 14
37 36 13
38 139 16
39 167 120
40 88 153
41 152 120
42 54 174
43 90 83
44 58 50
45 99 97
46 72 72
47 141 137
48 140 34
49 163 99
50 151 102
51 167 173
52 6 0
53 105 85
54 22 45
55 200 101
56 65 164
57 31 154
58 168 143
59 105 24
60 185 37
61 2 55
62 138 164
63 75 45
64 38 74
65 144 142
66 2 168
67 106 39
68 11 152
69 50 125
70 65 3
71 114 167
72 23 12
73 43 130
74 91 162
75 131 159
76 45 194
77 21 29
78 1 168
79 66 143
80 129 88
81 124 191
82 174 22
83 142 21
84 122 138
85 27 109
86 168 187
87 31 33
88 173 97
89 121 147
90 21 109
91 106 124
92 134 139
93 152 124
94 43 35
95 150 178
96 23 38
97 175 186
98 154 157
99 188 92
