N 100 
0 76 179
1 159 107
2 145 128
3 102 42
4 159 92
5 18 13
6 46 37
7 21 54
8 156 81
9 83 169
10 13 150
11 10 14
12 177 188
13 166 78
14 94 140
15 173 102
16 89 53
17 120 66
18 160 138
19 126 181
20 196 112
21 79 55
22 52 33
23 66 73
24 41 169
25 108 193
26 146 123
27 103 124
28 106 95
29 56 37
30 124 158
31 4 150
32 144 58
33 119 177
34 35 27
35 189 143
36 40 161
37 10 118
38 53 170
39 40 11
40 8 75
41 64 102
42 18 149
43 177 54
44 60 18
45 10 177
46 109 157
47 148 158
48 31 137
49 118 35
50 59 112
51 97 182
52 43 70
53 139 101
54 54 54
55 33 105
56 48 181
57 71 180
58 133 66
59 149 36
60 118 22
61 128 198
62 129 3
63 31 97
64 152 172
65 148 92
66 194 89
67 13 65
68 93 94
69 48 9
70 139 124
71 70 63
72 53 13
73 3 35
74 112 41
75 110 101
76 114 189
77 27 92
78 85 74
79 173 94
80 22 103
81 6 53
82 179 119
83 30 150
84 143 154
85 41 175
86 138 2
87 90 148
88 151 88
89 12 19
90 70 5
91 67 186
92 155 157
93 19 109
94 95 139
95 69 140
96 25 5
97 66 25
98 150 96
99 9 70
