N 100 
0 103 155
1 128 91
2 196 130
3 127 196
4 187 187
5 44 133
6 165 35
7 66 120
8 136 54
9 24 72
10 109 144
11 179 37
12 120 156
13 65 51
14 151 27
15 159 161
16 55 81
17 180 166
18 159 187
19 151 182
20 41 35
21 120 199
22 98 91
23 153 55
24 44 141
25 137 62
26 47 99
27 120 15
28 38 165
29 79 36
30 33 186
31 31 181
32 131 66
33 77 46
34 84 151
35 111 186
36 138 21
37 78 168
38 6 105
39 195 172
40 73 181
41 26 148
42 108 45
43 167 178
44 123 192
45 4 183
46 181 146
47 145 74
48 54 69
49 172 161
50 111 9
51 126 168
52 136 41
53 126 142
54 160 122
55 129 66
56 97 90
57 150 67
58 77 9
59 46 112
60 42 59
61 97 53
62 188 178
63 146 157
64 92 123
65 131 38
66 16 173
67 82 14
68 8 21
69 46 87
70 54 189
71 89 101
72 200 90
73 141 200
74 17 60
75 15 158
76 162 101
77 60 103
78 97 121
79 160 12
80 112 58
81 16 110
82 56 102
83 188 123
84 178 168
85 75 164
86 194 132
87 22 185
88 5 71
89 22 127
90 134 119
91 58 187
92 166 50
93 80 47
94 117 135
95 106 145
96 41 126
97 133 79
98 56 70
99 30 170
