N 100 
0 49 111
1 101 72
2 2 163
3 35 181
4 195 23
5 101 100
6 173 102
7 90 30
8 112 197
9 98 84
10 84 142
11 198 28
12 15 40
13 111 79
14 124 27
15 98 162
16 148 111
17 157 98
18 86 5
19 104 179
20 184 90
21 52 195
22 104 18
23 33 98
24 168 120
25 196 66
26 47 93
27 62 129
28 34 176
29 48 78
30 68 12
31 161 33
32 169 70
33 166 198
34 185 126
35 183 1
36 103 89
37 82 194
38 169 111
39 101 131
40 119 192
41 176 114
42 9 188
43 190 145
44 65 51
45 186 138
46 129 104
47 47 187
48 159 9
49 130 172
50 111 30
51 130 179
52 188 63
53 122 101
54 110 143
55 78 121
56 175 28
57 187 114
58 14 58
59 23 175
60 197 53
61 133 103
62 178 167
63 192 70
64 103 70
65 94 27
66 89 13
67 46 20
68 194 33
69 26 38
70 40 12
71 38 197
72 92 161
73 179 72
74 121 158
75 130 30
76 86 14
77 36 100
78 175 1
79 15 10
80 134 8
81 159 130
82 142 21
83 116 2
84 180 50
85 118 70
86 34 13
87 56 73
88 132 172
89 1 144
90 40 62
91 180 108
92 43 86
93 191 54
94 87 17
95 179 146
96 45 185
97 115 100
98 96 5
99 23 141
