N 100 
0 41 169
1 89 155
2 138 53
3 70 174
4 153 58
5 116 195
6 120 121
7 92 1
8 13 159
9 136 81
10 166 106
11 125 104
12 36 120
13 25 191
14 131 198
15 188 159
16 15 145
17 17 155
18 57 133
19 68 139
20 57 86
21 47 172
22 124 67
23 20 126
24 48 37
25 73 129
26 26 11
27 136 122
28 181 200
29 5 8
30 113 71
31 148 35
32 137 197
33 49 74
34 122 147
35 37 102
36 141 106
37 171 157
38 51 6
39 75 93
40 65 193
41 129 117
42 126 1
43 164 188
44 1 68
45 200 131
46 42 151
47 49 37
48 82 27
49 163 16
50 44 44
51 157 149
52 40 73
53 74 158
54 58 109
55 21 127
56 18 97
57 60 62
58 19 94
59 93 24
60 68 118
61 89 63
62 36 156
63 183 41
64 190 102
65 83 184
66 36 113
67 82 130
68 44 12
69 102 139
70 184 175
71 23 51
72 93 74
73 115 36
74 88 185
75 6 94
76 186 56
77 125 24
78 153 3
79 1 50
80 94 195
81 60 192
82 175 142
83 6 132
84 145 198
85 122 158
86 27 12
87 152 184
88 16 25
89 46 97
90 191 102
91 198 48
92 9 55
93 173 73
94 6 153
95 20 91
96 18 84
97 153 165
98 16 48
99 3 175
