N 100 
0 14 62
1 182 154
2 107 194
3 45 58
4 21 22
5 8 133
6 153 160
7 158 192
8 38 159
9 105 64
10 121 67
11 162 44
12 117 190
13 95 112
14 103 198
15 87 0
16 167 0
17 179 112
18 105 139
19 50 41
20 145 137
21 3 113
22 113 51
23 96 114
24 196 25
25 16 125
26 71 185
27 131 74
28 150 132
29 180 139
30 28 123
31 38 180
32 132 149
33 86 2
34 47 51
35 184 26
36 130 31
37 32 73
38 15 63
39 77 74
40 145 143
41 120 0
42 73 133
43 49 108
44 52 105
45 61 167
46 137 194
47 101 124
48 93 114
49 98 1
50 144 84
51 98 5
52 151 105
53 195 11
54 187 29
55 141 181
56 150 180
57 188 191
58 23 28
59 51 127
60 91 146
61 61 97
62 69 8
63 176 19
64 75 178
65 50 104
66 26 63
67 153 108
68 183 143
69 134 23
70 16 133
71 98 21
72 93 57
73 138 68
74 69 135
75 125 87
76 172 118
77 55 37
78 39 116
79 163 126
80 194 64
81 193 96
82 69 36
83 157 127
84 39 38
85 154 8
86 199 104
87 15 196
88 97 172
89 125 51
90 52 106
91 157 60
92 75 25
93 124 123
94 160 34
95 5 170
96 80 187
97 191 140
98 140 99
99 49 184
