N 100 
0 78 141
1 1 162
2 42 173
3 126 120
4 47 94
5 154 121
6 184 149
7 143 23
8 80 155
9 102 146
10 173 161
11 150 80
12 2 179
13 159 145
14 96 137
15 108 184
16 184 188
17 88 159
18 143 29
19 13 11
20 159 79
21 119 83
22 189 164
23 54 94
24 146 195
25 15 92
26 31 198
27 169 121
28 82 93
29 80 66
30 22 44
31 120 87
32 152 14
33 53 172
34 6 80
35 35 94
36 87 185
37 80 151
38 199 168
39 39 127
40 193 151
41 137 137
42 116 163
43 157 9
44 101 62
45 104 145
46 171 176
47 181 85
48 176 137
49 116 19
50 27 175
51 32 195
52 59 120
53 44 35
54 11 31
55 194 198
56 175 91
57 116 108
58 150 135
59 29 69
60 133 37
61 183 115
62 68 111
63 16 85
64 51 185
65 72 20
66 42 187
67 43 142
68 13 95
69 115 26
70 3 10
71 24 180
72 122 18
73 188 17
74 3 27
75 147 25
76 138 48
77 179 10
78 140 192
79 64 107
80 25 103
81 95 117
82 166 142
83 53 127
84 73 130
85 15 146
86 71 100
87 121 189
88 183 60
89 169 142
90 189 10
91 120 10
92 122 88
93 32 36
94 8 21
95 0 90
96 145 193
97 106 177
98 76 61
99 173 13
