N 100 
0 56 77
1 163 164
2 62 17
3 147 77
4 35 3
5 43 44
6 155 13
7 195 114
8 177 48
9 90 168
10 56 200
11 96 69
12 51 163
13 86 124
14 20 147
15 3 195
16 82 54
17 180 39
18 164 172
19 56 135
20 27 39
21 104 135
22 149 122
23 161 175
24 145 51
25 47 147
26 63 187
27 3 102
28 68 94
29 5 198
30 175 80
31 116 146
32 13 165
33 56 114
34 194 137
35 11 184
36 105 94
37 104 83
38 138 73
39 31 176
40 55 46
41 178 76
42 61 83
43 164 108
44 140 127
45 129 40
46 189 112
47 98 30
48 98 112
49 78 14
50 10 86
51 103 80
52 180 84
53 38 20
54 35 181
55 20 83
56 96 116
57 65 44
58 144 188
59 170 36
60 25 193
61 98 196
62 38 140
63 75 22
64 14 105
65 185 124
66 128 170
67 26 188
68 56 24
69 74 63
70 96 163
71 156 77
72 38 191
73 51 109
74 33 92
75 171 104
76 83 160
77 179 191
78 178 30
79 134 171
80 195 28
81 171 31
82 27 41
83 53 158
84 117 107
85 174 77
86 27 146
87 175 41
88 110 69
89 92 83
90 62 100
91 165 97
92 116 155
93 186 108
94 25 174
95 192 144
96 156 71
97 143 51
98 189 190
99 162 66
