N 100 
0 149 64
1 32 189
2 179 83
3 98 46
4 77 183
5 119 82
6 70 189
7 146 161
8 74 140
9 137 1
10 44 21
11 118 45
12 153 73
13 54 115
14 51 51
15 142 131
16 48 2
17 92 98
18 148 96
19 143 79
20 1 147
21 117 198
22 118 82
23 116 56
24 127 100
25 29 191
26 63 21
27 18 144
28 21 172
29 38 176
30 137 182
31 120 145
32 28 119
33 161 166
34 86 143
35 11 97
36 111 85
37 89 89
38 82 157
39 150 67
40 180 156
41 162 104
42 190 152
43 138 152
44 173 42
45 92 191
46 44 139
47 7 199
48 152 171
49 199 134
50 137 33
51 120 87
52 126 3
53 45 169
54 155 192
55 10 95
56 111 5
57 176 18
58 120 80
59 91 11
60 179 93
61 131 150
62 39 101
63 125 78
64 70 148
65 130 34
66 111 149
67 25 192
68 11 46
69 88 109
70 167 177
71 99 166
72 77 178
73 182 18
74 54 105
75 160 131
76 13 52
77 73 124
78 76 69
79 6 60
80 84 139
81 57 37
82 45 2
83 49 134
84 30 108
85 132 46
86 198 68
87 119 86
88 189 106
89 132 142
90 22 143
91 193 93
92 52 45
93 66 112
94 193 57
95 116 159
96 9 75
97 26 23
98 163 108
99 60 13
