N 100 
0 70 184
1 85 126
2 184 83
3 8 72
4 104 102
5 166 187
6 104 14
7 155 37
8 55 84
9 164 71
10 140 123
11 147 70
12 25 65
13 8 0
14 85 41
15 171 17
16 59 61
17 184 138
18 176 38
19 114 120
20 132 98
21 143 19
22 142 15
23 108 102
24 150 45
25 152 72
26 104 7
27 179 53
28 61 93
29 24 49
30 2 87
31 7 98
32 134 6
33 19 158
34 97 132
35 198 176
36 184 187
37 5 13
38 140 83
39 60 24
40 82 33
41 189 29
42 41 140
43 29 169
44 167 42
45 42 144
46 130 119
47 104 86
48 6 178
49 166 91
50 106 85
51 19 153
52 113 86
53 72 86
54 180 54
55 34 79
56 88 139
57 28 59
58 179 52
59 199 11
60 74 17
61 86 193
62 174 103
63 147 87
64 95 30
65 99 132
66 128 35
67 184 48
68 27 91
69 199 198
70 97 168
71 133 83
72 18 155
73 65 67
74 88 85
75 24 39
76 17 44
77 106 30
78 93 32
79 111 157
80 100 120
81 166 71
82 124 17
83 177 99
84 62 146
85 48 29
86 11 199
87 102 187
88 35 37
89 140 43
90 185 176
91 96 102
92 189 16
93 77 122
94 97 185
95 8 192
96 111 67
97 108 87
98 8 129
99 146 95
