N 100 
0 200 168
1 149 41
2 45 13
3 199 95
4 13 66
5 116 132
6 137 55
7 156 22
8 95 63
9 31 175
10 180 63
11 71 110
12 176 176
13 63 130
14 159 0
15 8 186
16 7 179
17 9 199
18 194 112
19 32 184
20 30 124
21 18 105
22 109 145
23 95 159
24 56 0
25 139 181
26 172 188
27 69 175
28 190 46
29 111 197
30 14 156
31 185 154
32 192 72
33 38 19
34 171 72
35 0 118
36 71 0
37 197 158
38 168 68
39 128 130
40 175 3
41 12 98
42 185 148
43 36 151
44 11 142
45 184 38
46 145 169
47 90 24
48 6 133
49 62 14
50 35 173
51 193 158
52 63 3
53 149 142
54 127 75
55 48 105
56 74 178
57 87 60
58 179 58
59 81 55
60 38 92
61 89 179
62 38 0
63 22 5
64 52 124
65 78 71
66 29 158
67 103 198
68 73 182
69 9 170
70 194 21
71 42 193
72 33 36
73 8 128
74 37 52
75 64 34
76 183 124
77 77 10
78 11 159
79 27 157
80 163 113
81 107 98
82 119 90
83 56 183
84 29 155
85 1 184
86 39 56
87 118 10
88 0 195
89 131 78
90 75 149
91 155 131
92 195 137
93 0 155
94 118 154
95 124 120
96 167 116
97 3 79
98 194 121
99 64 36
