N 100 
0 60 48
1 191 191
2 149 122
3 83 11
4 0 120
5 179 70
6 106 23
7 14 8
8 86 127
9 166 153
10 144 134
11 102 150
12 160 180
13 199 103
14 167 20
15 93 140
16 56 161
17 21 133
18 26 148
19 87 169
20 30 73
21 112 163
22 27 171
23 137 99
24 105 45
25 4 6
26 34 199
27 37 113
28 21 63
29 159 82
30 3 87
31 15 114
32 171 194
33 50 34
34 198 76
35 48 171
36 192 120
37 73 177
38 194 31
39 180 156
40 113 128
41 72 183
42 127 165
43 163 6
44 13 43
45 40 17
46 43 168
47 87 61
48 37 120
49 128 14
50 68 62
51 141 167
52 186 18
53 164 68
54 19 6
55 175 61
56 150 30
57 74 200
58 176 194
59 142 90
60 74 133
61 173 118
62 99 96
63 187 121
64 68 146
65 174 34
66 65 38
67 23 80
68 135 150
69 118 9
70 191 27
71 119 30
72 184 151
73 189 31
74 136 23
75 105 191
76 198 161
77 125 56
78 61 129
79 124 54
80 65 56
81 197 88
82 116 139
83 29 123
84 85 121
85 40 91
86 130 151
87 0 6
88 119 96
89 95 77
90 170 36
91 72 186
92 183 37
93 104 179
94 46 71
95 135 36
96 69 80
97 166 81
98 71 77
99 181 61
