N 100 
0 93 4
1 50 125
2 159 84
3 17 53
4 124 166
5 145 182
6 125 54
7 25 77
8 200 11
9 0 128
10 44 185
11 5 145
12 152 200
13 55 175
14 182 70
15 178 34
16 55 96
17 118 100
18 82 21
19 167 146
20 106 182
21 133 133
22 132 154
23 55 61
24 167 136
25 171 64
26 98 23
27 87 53
28 75 132
29 160 110
30 133 37
31 73 49
32 63 193
33 104 69
34 198 25
35 101 72
36 58 168
37 131 142
38 170 42
39 22 196
40 146 39
41 120 60
42 142 77
43 120 176
44 55 80
45 93 177
46 131 73
47 50 4
48 28 20
49 64 48
50 128 196
51 97 86
52 180 69
53 133 21
54 86 157
55 54 27
56 161 183
57 11 103
58 18 149
59 196 51
60 60 57
61 57 74
62 194 144
63 90 186
64 186 64
65 31 196
66 158 90
67 38 6
68 6 120
69 25 35
70 97 76
71 14 149
72 84 182
73 156 137
74 154 4
75 42 97
76 181 18
77 3 108
78 7 164
79 93 0
80 148 66
81 162 36
82 30 182
83 77 79
84 136 72
85 58 127
86 172 19
87 68 13
88 155 0
89 38 106
90 151 22
91 36 127
92 30 80
93 56 37
94 173 194
95 82 162
96 100 32
97 194 115
98 119 181
99 24 66
